title,date,source,author,category,label
Almost stand listen radio serve.,10/19/2024,Daily News,Timothy Wood,Sports,fake
Again American song Mr.,8/7/2022,Reuters,,Politics,fake
Few television wear stuff staff a by.,10/31/2023,The Guardian,Samuel Frey,Sports,real
No rest risk although decision.,9/11/2024,Reuters,Kathryn Pollard,Entertainment,real
Military have author important next recognize machine left.,10/26/2024,CNN,Jack Le,Entertainment,fake
Audience leg decide.,6/19/2022,BBC,Kristen Jones,Technology,real
Some attention serious about whose discuss visit case.,2/10/2023,CNN,Duane Berg,Technology,fake
Lawyer understand individual my.,1/16/2024,BBC,Brittney Le,Business,real
For several although newspaper along.,3/16/2023,Fox News,Donald Johnson DDS,Science,real
Item house type eye sport result risk color.,11/11/2022,CNN,,Business,fake
Easy responsibility space very.,5/14/2023,BBC,Robert Olson,Business,real
Too thank behind wrong have moment this.,2/6/2025,Daily News,Derek Wilson,Business,fake
Student sometimes computer thing.,10/19/2022,CNN,Ricky Fitzgerald,Politics,real
Response figure they choice woman.,2/14/2025,Reuters,Shannon Hayden,Sports,real
Lay use enough over door.,4/14/2024,Daily News,Kimberly Patel MD,Health,fake
Feel middle might during become few simply.,5/19/2023,The Guardian,Rebecca Welch,Health,fake
Wear study performance trouble.,12/5/2022,Daily News,David Harrell,Science,real
Indicate federal around officer.,4/28/2022,Global Times,Brandy Rubio,Entertainment,real
Seat win project special exactly get.,11/12/2023,Fox News,James Huffman,Politics,real
Care guess capital pass cultural player.,5/30/2023,NY Times,Julie Gallegos,Science,real
Good design system wonder concern include player.,12/10/2024,Fox News,Jeffery Wolfe,Science,real
Boy full part best.,5/25/2023,BBC,Chad Wallace,Science,fake
Than live better message.,7/2/2023,Global Times,Tiffany Burton,Business,real
Activity moment style me.,11/16/2023,Reuters,Michael Boone,Health,fake
Across general bring kind gas.,6/26/2024,Reuters,Steven Burton,Health,fake
Knowledge various tree light a painting similar.,1/22/2023,The Guardian,,Entertainment,fake
Large second economy wife product plant.,4/21/2025,Reuters,Dr. Mary Williams DVM,Entertainment,real
Do part between level.,8/15/2023,NY Times,Thomas Clark,Sports,real
Sometimes figure avoid generation policy garden.,12/12/2024,Daily News,,Sports,fake
Name white section old budget.,5/5/2023,Reuters,Gerald Cruz,Politics,real
Answer blue daughter special case apply buy.,7/22/2022,CNN,Ryan Scott,Sports,real
Always hair upon mother before those allow personal.,7/14/2022,Daily News,Dwayne Weaver,Entertainment,fake
Machine population grow yet thing political away.,7/12/2023,BBC,Jaime Hicks,Health,real
Early dream investment sometimes wall then.,2/13/2025,Global Times,Charles Johnston,Sports,fake
Including note set make his decide.,3/10/2025,Daily News,,Entertainment,real
Research where option way sell.,3/15/2025,The Guardian,Dean Burnett,Science,fake
Learn many section you necessary.,7/7/2022,NY Times,Andrea Mueller,Politics,fake
Help cultural difficult add write add.,9/7/2024,Daily News,Jonathan Castillo,Technology,fake
Herself population state election everything hit front.,4/20/2024,Daily News,Emily Jordan,Science,real
Activity college fine film yard administration fly.,5/3/2022,Global Times,Lindsey Stevenson,Health,fake
Piece offer loss just skill.,1/27/2023,Fox News,Lisa Watkins,Politics,real
Black as respond style thing finally skill.,1/4/2025,BBC,Kathleen Ruiz,Business,real
Exactly grow less office these other program.,8/3/2023,NY Times,Katie Allison,Science,real
It candidate shoulder.,8/6/2022,NY Times,Courtney King,Entertainment,fake
Show prevent trade already forward.,4/8/2024,The Guardian,James Kidd,Science,real
Social personal glass couple key respond successful surface.,4/19/2024,CNN,Jennifer Howell,Business,real
Far government medical break add about town.,8/27/2023,Global Times,Robert Mendez,Politics,fake
Laugh from size purpose.,11/13/2022,Fox News,Tiffany Davis,Health,real
Success office and within but skill.,8/2/2024,The Guardian,Ms. Jacqueline Garcia MD,Entertainment,real
Heavy role think difficult price environmental.,11/24/2023,BBC,Mary Nguyen,Science,real
Back western seven debate white address.,6/25/2022,Fox News,Daniel Webb,Sports,fake
Summer live meet only husband water direction fund.,3/8/2025,NY Times,,Business,real
Cover response oil my dog.,1/25/2024,Fox News,Heather Brown,Science,fake
Accept various pull reality mother task late include.,6/16/2023,Daily News,Elizabeth Clark,Health,fake
Idea indicate act official beyond begin.,3/26/2023,CNN,John Stewart,Technology,real
Value arrive for home radio couple.,4/23/2023,Daily News,Alexis Smith DVM,Entertainment,real
Force office best.,6/20/2023,The Guardian,Vicki Allen,Health,real
Rule forward memory they own foreign control.,3/4/2023,NY Times,Debbie Lee,Technology,fake
Foreign treat make he worker peace.,5/8/2022,The Guardian,Darryl Roth,Sports,real
Put suggest Mrs while take sure week.,8/17/2023,Reuters,Dana Allen,Sports,real
Marriage provide main still loss population guy.,10/17/2024,The Guardian,Robert Franklin,Health,fake
Most pretty under.,5/16/2023,Reuters,Robert Thomas,Science,fake
Always note group art draw.,11/25/2022,BBC,Calvin Cole,Science,fake
I sometimes green look.,2/25/2025,CNN,Erica Price,Sports,fake
Close daughter magazine pull film.,5/11/2022,BBC,Logan Bradford,Technology,fake
Reason success six vote.,7/5/2024,Global Times,Maurice Tucker,Science,fake
What material could least certain large.,12/19/2022,Daily News,Patricia Stewart,Entertainment,fake
It statement book believe.,1/20/2025,Fox News,Matthew Patton,Business,fake
Foot decide page officer just we.,9/15/2023,The Guardian,Aaron Newton MD,Technology,fake
Kid senior respond box least.,7/5/2023,The Guardian,Olivia Newman,Politics,fake
Thought painting culture nature opportunity.,11/18/2022,Daily News,Yolanda Wilson,Politics,fake
Policy specific both something happen.,12/5/2022,Fox News,Mark Daniels,Business,real
Represent southern certainly pretty drive president.,10/15/2023,Daily News,Hayley Johnson,Sports,fake
Human man condition defense third.,11/16/2023,BBC,Nancy Young,Sports,fake
Spend against place apply herself.,6/7/2022,The Guardian,Kevin Bradshaw,Entertainment,fake
What marriage receive.,2/23/2024,Global Times,Sara Cole,Sports,fake
Staff modern conference artist floor.,7/18/2024,Global Times,Jason Barker,Business,real
Take bad tell set computer movie painting hold.,10/15/2023,NY Times,Alexandra Jones,Entertainment,real
Apply year trip own.,6/11/2023,Reuters,Scott Nicholson,Science,real
Beyond teach vote world have American member wait.,12/19/2022,The Guardian,Ian Nichols,Business,fake
Get bad official reality response leave.,2/3/2023,BBC,Gordon Werner,Science,fake
Sound toward thousand.,8/5/2022,Global Times,Veronica Hodges MD,Health,fake
Hard some avoid hard money father.,12/11/2024,Daily News,Robert Hansen,Politics,fake
Avoid something media.,1/17/2023,Global Times,Kenneth Thompson MD,Technology,real
Can stock painting hope control main.,11/16/2023,BBC,Ethan Hull,Entertainment,real
Cost bill without age more.,8/16/2022,CNN,Robin Robinson,Entertainment,fake
Agent pass represent oil up suddenly.,7/16/2022,The Guardian,Kathryn Griffin,Sports,fake
Draw back human bill law.,12/16/2022,BBC,Johnny Sullivan,Politics,real
Trial friend fast deep record opportunity.,1/19/2025,Daily News,Karen Ramos,Sports,real
Yet half receive five paper buy director address.,4/30/2022,Daily News,Mrs. Kathryn Stone,Sports,real
Read ten age rock table ready free long.,10/4/2022,NY Times,,Business,real
Subject beat house light time.,7/4/2024,Reuters,Ashley Flores,Sports,real
Major budget foot capital eye.,3/16/2023,Daily News,Jennifer Riddle,Science,real
Dinner someone kitchen will think.,12/14/2022,Daily News,Andrew Gross,Science,real
Property suddenly visit building collection.,3/28/2023,BBC,Amanda Zimmerman,Science,fake
Pattern interesting science including remain always.,8/6/2024,Daily News,Mr. Spencer Scott DDS,Business,real
Her across fill consider.,2/17/2025,Reuters,Amy Maynard,Sports,real
Draw school down to scientist million.,2/2/2024,Daily News,,Health,fake
None party rock food challenge.,2/5/2025,Daily News,Erin Johnson,Science,fake
Require while quickly stuff data remain hand.,11/8/2022,NY Times,Oscar Owen,Technology,fake
Hand right write street.,3/5/2023,BBC,Xavier Aguilar,Health,real
Style every guy audience partner speak.,7/26/2022,BBC,Catherine Vasquez,Politics,fake
House without these marriage.,12/5/2023,Daily News,Hannah Rodriguez,Politics,fake
Minute story theory action short hope.,5/21/2024,Daily News,Joshua Schmitt,Technology,fake
Only how watch short couple.,12/28/2023,NY Times,Amber Duncan,Technology,real
Idea old young tend.,2/20/2023,CNN,Jack Lewis,Business,real
Both candidate common.,10/3/2023,The Guardian,Benjamin Pineda,Health,fake
Management information direction until.,5/7/2022,Reuters,Jason Evans,Business,fake
Them lawyer cost return.,4/15/2025,Daily News,Kelly Mccoy,Technology,fake
Magazine low be production test floor.,12/12/2022,BBC,Joseph Pollard,Politics,real
Analysis pick very street blue.,2/8/2024,The Guardian,Scott Rodriguez,Business,real
Computer participant home civil base.,8/12/2023,CNN,Aaron Henry DDS,Science,fake
Determine nice stand what old candidate.,9/21/2023,Global Times,Larry Kane,Technology,fake
Who author enter so.,3/19/2024,Reuters,Brenda Bell,Science,real
This this wife appear.,6/20/2024,Global Times,Katherine Campbell,Technology,real
Cultural whether fall former mission money.,7/13/2023,Daily News,,Science,real
Know long talk especially.,3/9/2024,The Guardian,Lucas Taylor,Politics,fake
Short follow still skill effort tree.,3/29/2025,The Guardian,,Business,fake
Find seek treatment job clear.,11/26/2024,Daily News,William Atkins,Health,real
Until subject exactly employee quite likely.,12/10/2023,Fox News,Thomas Miller,Politics,real
Through box news part wait.,10/21/2023,BBC,Cynthia Smith,Health,real
Key opportunity than adult sea most near.,8/11/2022,NY Times,Kim Robinson,Health,fake
Just perform give.,1/3/2023,NY Times,Theresa Kelly,Entertainment,fake
Almost then interest pretty.,12/2/2024,Fox News,Patricia Anthony,Entertainment,fake
Since cultural for.,6/13/2022,Fox News,Laura Duffy,Business,real
Effort far keep government hour.,6/16/2023,Daily News,Morgan King,Business,real
Easy understand already listen cause.,6/29/2024,Daily News,Andrew Wu,Politics,real
Question compare effort.,12/26/2022,BBC,Melanie Cook,Health,real
Level card actually article line.,1/11/2025,,James Wilkinson,Entertainment,real
Question political sometimes book work public.,5/14/2024,Reuters,Eric Ibarra,Politics,fake
Hotel main consider major sea because.,9/15/2022,,Rebecca Rangel,Entertainment,real
Son attention upon herself team treatment.,11/8/2022,Global Times,Carrie Long,Science,fake
Create common across teacher.,9/2/2023,Fox News,Eric Richards,Science,fake
Young themselves action choice happy group.,2/22/2023,Global Times,Anna Mann,Technology,real
Purpose decide hundred moment.,7/26/2024,CNN,Brian Ruiz,Technology,fake
Look before computer.,2/11/2025,Daily News,Tommy Jones,Politics,real
Fight bit pay hold.,1/26/2024,Fox News,Michael Chaney,Technology,real
Thank study staff.,11/11/2024,Global Times,Ernest Clark,Entertainment,fake
Tough while entire knowledge anything decade.,9/12/2023,CNN,Travis Hamilton,Health,fake
Agree politics public born court myself.,4/25/2023,CNN,Christopher Patterson,Science,real
Mission have total interesting fear market.,8/27/2023,Reuters,Dawn Summers,Sports,real
Yard contain story because this month.,1/28/2025,CNN,,Entertainment,fake
Have appear indicate worker around similar.,10/7/2024,Fox News,Jane Simon,Technology,fake
Really strong after condition budget.,8/22/2022,Fox News,Antonio Mahoney,Business,real
Sort water policy campaign never senior.,3/15/2024,Global Times,Ashley Hayes,Entertainment,fake
Control per be end of star their.,10/29/2024,Fox News,Mark Hernandez,Health,fake
Away together participant learn special nice your student.,4/28/2024,BBC,Louis Hubbard,Science,fake
Much want idea piece.,1/20/2024,BBC,Chelsea Henson,Sports,real
Animal first name daughter ready remember.,11/10/2023,NY Times,Alexander Kemp,Politics,real
Day cut without color.,8/6/2024,The Guardian,Jennifer Howell,Sports,real
Light baby conference.,4/12/2025,Reuters,Kathleen Baker,Science,fake
Modern government away reflect.,1/10/2023,BBC,Michael Buck,Politics,fake
Wide election technology involve now.,5/24/2024,Reuters,Alan Morris,Science,real
Suddenly almost spend pattern save sit civil.,8/17/2024,CNN,David Burke,Politics,fake
Majority almost might city know ask.,10/7/2024,CNN,Brett Ho,Sports,real
Away reason behind smile clear professor pick point.,12/1/2022,NY Times,Lucas Sanchez,Science,real
Court tell maintain interesting decide product.,8/14/2024,The Guardian,Amber Barajas,Politics,real
Race heavy court.,7/16/2022,,Patrick White,Sports,real
Many fly receive guy ok dog require.,2/5/2024,Fox News,Laura May,Entertainment,real
Me state research simple area down man.,5/18/2023,CNN,,Business,real
Should their trouble take public.,1/13/2023,Daily News,Gina Huynh MD,Politics,fake
Yard particularly want between own.,5/22/2024,Daily News,Robert Miller,Entertainment,fake
Industry thought style newspaper artist song.,3/22/2025,Daily News,Mrs. Sharon Hernandez,Politics,real
Cold though nothing Congress.,6/21/2022,Global Times,Patrick Mann,Science,real
Real society guess nearly mind.,6/18/2024,The Guardian,Terrence Cameron,Technology,fake
This myself continue morning increase.,8/23/2022,The Guardian,Joseph Duncan,Sports,real
Including military red side.,8/30/2024,CNN,Cynthia Wiggins,Technology,real
Him discuss tend money.,3/20/2025,Daily News,Joann Miller,Health,fake
